woarzoo	waarzo
zemels	zemelen
zemeln	zemelen
zemelplasse, plassen, zemeln	zemelplas
zemelscheet, plassen, zemeln	zemelscheet
zende	zende
sengern	zengeren
sangerg, sengerg, singerg	zengerig
zeneg, zeen	zenig
seen, sene	zenuw
zenen	zenuwen
zenen	zenuwen, zenuwspieren
zenewzinkenkoorsen	zenuwzinkingskoorts
zijperg	zeperig
zaipeg, zaiperg	zepig
zark	zerk
zark, zarken	zerk
zark	zerk
zaark	zerk
zarken	zerken
zös	zes
zessen	zes
zeeze	zes
zès, zèzze	zes
zèzze, zès	zes
zös	zes
zes in ’n kwat	zes en een kwart
zeswéék, ofloonen	zes weken
zes, zes, zes	zes-zes-zes
zesthalf	zesdehalf
zessies	zesje
zeskaant	zeskantig
zesroofs, roof	zesroofs
sesteg	zestig
zedde	zet
zet, draailigger, road	zet
zet	zet
’n zet	zet
set	zet
zetlank, zet	zet lang
zetangel	zetangel
zetboer, zetschipper	zetboer
zetlien, zetangel	zetlijn
zetmeier, zetboer	zetmeier
zetrecht	zetrecht
zetschipper	zetschipper
zetschut	zetschut
oetzetten, oet zetten, anzetten	zetten
an zetten	zetten
op zetten	zetten
zetten	zetten
fermikken	zetten, in elkaar -
zettert	zetter
zetterke	zettertje
zetten, zetting, en, landbrood	zetting
zetveld	zetveld
mot	zeug
modde, mot	zeug
mot, modde	zeug
mot	zeug
zeudissel, zeugedistel, motdiesel	zeugdistel
zeufdissel, zeugedistel	zeugdistel
n òl zoegerd	zeur, ouwe -
zoegerd, n òl -	zeur, ouwe -
soezen	zeur, zeurkous, zeurpiet
mietjefoek (niet in Stad en W.K.), zeur, zeurder, zeurpot	zeurder
zeur, zeurder, zeurpot, mietjefoek	zeurder
miesderd (Stad)	zeurderd
zuren, koanebroaden	zeuren
zuren	zeuren
mukjes, te veul - hebben	zeuren
plierken (Old.), klontjen, mieren, seukern, sikkeneuren, sokern, ziegezoagen	zeuren, kieskauwen
aimeln (Hl. en W.K.)	zeuren, temen
tiemen	zeuren, temen, praten, zemelend -
zoegen, aimeln, dörmen, emeln, fiemeln, jaizeln, jeuzeln, kontjen, lortjen, moalen, ombakkeln, omkontjen, te veul mukjes hebben, viezelvoazen, zoezen, zugen, zuzen	zeuren, zuigen
zemelachteg, zeureg	zeurig
zeureg, zemelachteg	zeurig
plierke (Old.)	zeurkous
zoes, miegappel, miesderd, nustjeschieter, zemel, zoeze	zeurpiet
zoeze, miegappel, miesderd, nustjeschieter, zemel, zoes	zeurpiet
zeurpot	zeurpot
sotgat, pòtjebuul	zeurpot
zeuven	zeven
raspen	zeven
zeuvende	zevende
Zeuvenhuzen (in)	Zevenhuizen
zeuvenvurrel	zevenverrel
simmen, sjibm	zibetsik
zok, hom	zich
ain	zich
zok	zich
zoch	zich
ain, heur, hom, zoch, zok, zuk	zich
zoch, ain, heur, hom, zok, zuk	zich
zuk, ain, heur, hom, zoch, zok	zich
zok aanmoategen	zich aanmatigen
zok geberen	zich aanstellen
insteken	zich begeven naar
zok gedroagen	zich gedragen
zok getroosten	zich getroosten
sjereis	zich serreissen
zok genougen, zok genuigen	zich vergenoegen
zok aanzetten tegen	zich verzetten
inschikken	zich verzoenen
zok, ain, heur, hom, zoch, zuk	zich, zulk
zicht, zichte	zicht
zicht	zicht
zicht	zicht
zichtboar	zichtbaar
zichten, welhoak, zicht	zichten
zichter, zichten	zichter
zichteg, gezichteg	zichtig
sieditsiedatsiedo	zie-dit-zie-dat-zie-do
ziedoar, ziedör, ziedèr, siedoar, zudoar, dèr, je	ziedaar
ziegezòien, ziegezuien	ziegezoaien
aandoan, galleg, kepot, zaik	ziek
zaik, aandoan, galleg, kepot	ziek
laip	ziek
zaikbèr	ziekbed
labeit	ziekelijk
lebiit	ziekelijk
leip	ziekelijk
sokkelachteg, goor, sjulliesachteg, waikelk, zaikachteg, zaikelk	ziekelijk
zaikachteg, goor, sokkelachteg, waikelk, zaikelk	ziekelijk
zaikelk, goor, sokkelachteg, waikelk, zaikachteg	ziekelijk
lebait, krieterg, laip, lutteg, plozzeg, zaikelk	ziekelijk
zaikelk, krieterg, laip, lebait, lutteg, plozzeg	ziekelijk
scheel	ziekelijk
zaikenbezuik	ziekenbezoek
hòspetoal, hòspitoal	ziekenhuis
zaikenvoader	ziekenvader
zijkenwoak	ziekenwake
pip, zaikte	ziekte
zaikte, pip	ziekte
mismoal	ziekte-aanval
vrang	ziekte, koeie-
zijl, ziel	ziel
zail	ziel
zijlstoat	zielenstaat
doodgelukkeg	zielsgelukkig
sein	zien
zein	zien
suun, zuun	zien
zijn, zain, oa	zien
zijn, maggen, wezen	zien
’t zuun	zien
zain, zien	zien
zien, zain	zien
zichteg, verzichteg	ziende
zijnderoogen, zienderoogen	zienderogen
zaipenzôrg	ziepenzorg
sigeunder	zigeuner
zij, e	zij
zie	zij
zai, zie	zij
zie, zai	zij
aans om, op aander zied	zij, op de andere -
op aander zied, aans om	zij, op de andere -
ziedboan, veurboan	zijbaan
ziedbreden, rik	zijbret
zied, ziede, zuzoien	zijde
ziede, zied	zijde
zied, goan, oetzied, van	zijde
zied	zijde
aan zied	zijde
ziedeg	zijdeachtig
zied	zijdelings
zijen	zijen
zeie, zei	zijg
zeien, zeie	zijgen
ziedeg, ig	zijig
ziedkaant	zijkant
ziel	zijl
Ziele of Ziel	zijl
zieldeur, ziel	zijldeur
Zieldijp, Zijldiep, ziel	Zijldiep
Zieldiek (op)	Zijldijk
ziel-aid, zielvest	zijleed
zielhoes	zijlhuis
zijtval	zijlinie
zielricht, zijlricht, ziel	zijlrecht
zielrichter, zijlrichter, ziel	zijlrechter
zielschot, zijlschot, ziel	zijlschot
zielvest, zijlvest, ziel	zijlvest
’t zielvest	zijlvest
zielvestenei, zijlvestenij, zielvest	zijlvestenij
zielvester, zijlvester, zielrichter	zijlvester
zielvesterhoes, zijlvesterhuis, zielvest	zijlvesterhuis
zielvesterwarken, zijlvesterwerken	zijlvesterwerk
zielwoarder, zijlwaarder, ziel	zijlwaarder
zien	zijn
ziender, dei	zijn
zin, e	zijn
’n	zijn
bin	zijn
west	zijn
zien	zijn
zien	zijn
zienent, zien’t, wel, wels	zijne
zienent, zienen	zijne, de/het -
zienent	zijne, de/het -
zienent	zijnent
ziedplaanken	zijplank
ziedspek, hutspot	zijspek
zietoakel	zijtakel
dròl (n - boske)	zijtakken, met veel -
dròl (n - oske)	zijtakken, met veel -
ziedoet	zijwaarts
ziedels	zijwaarts
òfwegen	zijwegen
zulver	zilver
zulver	zilver
zulvern	zilveren
zulverkleurde	zilvergekleurde
witgeld	zilvergeld
zulverschierd of zulverschier (W.K.)	zilvergrijs
zulverlingen, zulverblad	zilverlingen, judaspenning
sliekwilster	zilverpluvier
zulversmid	zilversmid
zin	zin
zin, tweide	zin
sinee	zin
belang hebben bie	zin hebben in
hemmel	zindelijk, zuiver
zingen, roazen	zingen
lellen	zingen, luid -
zingerei	zingerij
zank, zink	zink
zinkdobbe	zinkdob
zank, giechom	zinken
zinkens, en	zinking
zinkens	zinking
zinkneuten	zinknoot
protgat (Hl.)	zinkput
zink	zinkwit
zinnen, loenen, zin	zinnen
zinnen, zin	zinnen
zinnig, zin	zinnig
zinnig	zinnig
zinnegen, zinnen	zinnigen
zinneghaid	zinnigheid
zinnechies	zinnigjes
zit	zit
zittelbrijven, drinkeldobbe	zitbrief
ziddeldag	zitdag
sitten	zitten
zitten, brommen, oa	zitten
op zitten	zitten
zitten, brommen, op	zitten
zitten, oetzitten	zitten
trillebillen	zitten, onrustig -
zittied	zittijd
zittîn	zitting
zóó, en zoo	zo
zoo, zeu, zookwellen	zo
zóó	zo
zo	zo
zoonent	zo een
zonent	zo een
zonent, zonen	zo een
zóó of zóó, zoo en zoo, en, zoo	zo en zo
zoogerekend, zootereken	zo gerekend
zóómennigste	zo menigste
zo nijs	zo nieuws
zootereken, zootrekend, zoo t’reken, sprekwoord	zo te rekenen
zóótezeggen	zo te zeggen
zoo te zeggen	zo te zeggen
zóówat	zo wat
zoo wat hen, zoowat hen, zoowat	zo wat heen
zooeven	zo-even
zoo’n, zoonent, zoo’nt	zo’n
zoon	zo’n
zoonsoortege, soorteg	zo’n soortige
zooas	zoals
zooas	zoals
zeubrannen, zeubranden, zookwellen	zobranden
zeubrannen	zobranden
alsulk	zodanig
zodane	zodanige
gevolgen, van dij -	zodat
van dij gevolgen	zodat
plagge	zode
sodde	zode
zodden	zode
zode, zodden	zode
zoo, zeu, zookwellen	zode
zood (Hl.)	zode
zorre	zode
zookwellen	zodekwellen
zorrebult	zodenbult
zoddensteker	zodensteker
zoddezak, zodzak, zodden	zodenzak
zoodounde	zodoende
zodounde	zodoende
zodroa	zodra
soetern	zoedelen
soeterg, besoetern, soetern	zoedelig
soeterg	zoedelig
zoeieboei	zoeieboei
zöcht, zocht, zuik	zoek
zuik, zöcht	zoek
zuik	zoek
zuiken	zoeken
zuiken	zoeken
zoeken (W.W.K.), zuiken	zoeken
zuiken	zoeken
zoeken, zuiken, zuken	zoeken
zuiken, zoeken, zuken	zoeken
zuken, zoeken, zuiken	zoeken
schoustern	zoeken, bijeen -
zuiker, struner, struunder	zoeker
struunder, struner	zoeker
struner, omswinder, struunder, swinder	zoeker, zwerver
zuikers	zoekers
drokkertje	zoen
bekje, doetje, drokkertje, kuske, smokje, tude, tuut	zoen
doetje, bekje, drokkertje, kuske, smok, smokje, tude, tuut	zoen, kus
tude, bekje, doetje, drokkertje, kuske, smokje, tudechie, tut, tuut	zoen, schat (vleinaam)
doeten (Hl.), doetjen, trekkebekken	zoenen
doetjen, doeten, smokken, trekkebekken	zoenen
trekkebekken, doeten, doetjen	zoenen
der ain veurbakken, doetjebakken, snoetjeknovveln, trekkebekken	zoenen
veurbakken, der ain -	zoenen
suit	zoet
zuit	zoet
zoet	zoet
zuit	zoet
’n zuide	zoet
zoet, zuit	zoet
zuit, zoet	zoet
zuit-en-zuur	zoet-en-zuur
kweer, lipzuit	zoet, zeer -
lipzuit, kweer	zoet, zeer -
zuitbakken, zuit	zoetbakken
zuitbakken brood, zuit	zoetbakken
zuitbrood, zuit	zoetbrood
zudeln	zoetelen
zudeln	zoetelen
zudelvracht	zoetelvracht
zuiten	zoeten
zuite ventjes, keeskes	zoeteveentje
zuitekauw (W.K.)	zoetigheden
zuitjes, hardop, zachies	zoetjes
zuitjes, hardop	zoetjes
zuitjes, zötjes	zoetjes
zuitkauer	zoetkauwer
zuitte, zuit	zoette
zuitte, natten	zoette
evens, zevens, zokrek, zokrekt	zoëven
zevens, evens, zokrek, zokrekt	zoëven
zokrekt, zokrek, evens, zevens	zoëven
sog	zog
zoogelieks	zogelijks
zoogerekend	zogerekend
soggeln	zoggelen
zukswat, zoks	zoiets
zukswat	zoiets
zoks, zokken, zokkent, zoksoorteg, zukswat	zoiets, zulke
soien	zojen
zookwellen	zokwellen
sol, zolden	zol
zolden, sol	zol
zolden	zol
beune, beun	zolder
beuntje, beundien	zoldertje
zeumen, omzeumen	zomen
boorden	zomen
summer	zomer
zeumer	zomer
zömer, zummer, kraizömer	zomer
zömer, nacht, van, winter	zomer
zummer, zundag	zomer
zummer	zomer
bòtterzoad, awailen, oawailen	zomer-aveelzaad
zömerbrand, winterbrand	zomerbrand
zummerdag	zomerdag
zummerkoorn	zomergraan
zömerhoes, zummerhuus, zömerhuus, zummerhoes	zomerhuis
zömerjammen, jammen	zomerjan
zömerkeuken, zummerkeuken	zomerkeuken
summers	zomers, ʼs
zömersmikken, zummersmikken	zomersmik
zömersmikkeg, zummersmikkeg, zömersmikken	zomersmikkig
zömersoorteerappel	zomersoortaardappel
zummerstippen, zunnestippen	zomersproeten
zunnestippen, zummerstippen	zomersproeten
zömerstippen, zömersmikken	zomerstip
zömerstippeg, zömersmikkeg	zomerstippig
zömervalg, valgen	zomervalg
zömervalgen, zummervalgen, valgen	zomervalgen
zummervaalgen	zomervalgen
zömervogel, zummervogel	zomervogel
zömerzijsen, zummerzeeusen, elfringen	zomerzeeuwse
sompen	zomp
sompen	zomp
sjompen	zompen
sjompgat	zompgat
sjompgat	zompgat
sjompeg	zompig
zun	zon
zun, zunne	zon
zunne, zun	zon
zundoar	zondaar
’n Zundag	zondag
zöndag (Stad, Winschoten, Vk.), zundag	zondag
’n zundag	zondag
zöndag, zundag	zondag
zundag, zöndag	zondag
zundagnacht, zundaggennacht	zondagnacht
söndags, söndoags	zondags
zundoags, zundags	zondags
sundoags	zondags
zunde	zonde
zund	zonde
zunde	zonde
ane	zonder
zunder	zonder
zunder	zonder
absörd (niet W.K.)	zonderling
zunderling, absörd	zonderling
zundeg, zunneg	zondig
zundegen	zondigen
zundvloud, zondvloud	zondvloed
sjonef, zonuf	zonef
zonnen (Hl.)	zonent
zunnebloum, zunnekap, zunnepitten	zonnebloem
zunroos	zonnebrand
muggevanger	zonnedauw
laandhoud	zonnehoed, grote -
zunnen	zonnen
zunnepit	zonnepit
zunscharms, zunnescharms	zonnescherm
zunneschaarm, parresòl	zonnescherm, parasol
zunneschien, zunschien	zonneschijn
zunschienweer	zonneschijnweer
zunnesteek	zonnesteek
zundvogel	zonnevogel
zundvogel	zonnevogel
zunneg	zonnig
zunsverduustern, zunneklips	zonsverduistering
zeugemour	zoogmoeder
zooltje, anscheren	zool
zool, zole	zoolleer
seum	zoom
zeum, omzeumen	zoom
zeume, zeum	zoom
zeun	zoon
zeun	zoon
zeun	zoon
zuit zeupke, zeupie	zoopje
zeupie, zeupien, zeupke, zoopke	zoopje
zeupie	zoopje
soor, soord, sof	zoor
soor	zoor
zoodje	zootje
zootje, zooltje	zootje
zörg	zorg
kombooi, euvelmoud	zorgen
zörgen	zorgen
zörgvuldeg	zorgvuldig
zörgsoam	zorgzaam
sotjen	zotten
lavverij	zottepraat
zolt	zout
zolt	zout
zolt	zout
zolt	zout
zolt	zout
zolt, heu, goul	zout, hooi, stapelvak (in boerenschuur)
zolter	zouter
zoltheern	zoutharing
Zoltkamp	Zoutkamp
Zoltkamp (in)	Zoutkamp
zoltpeloar	zoutpilaar
zooveul	zoveel
liefvol	zoveel als men op kan
zoowat	zowat
zoowat	zowat
zoowel	zowel
zoowél	zowel
zowel	zowel
zoozeer	zozeer
zóó zóó, of, zóó	zozo
siek, sieken	zucht
zucht, vluik, zöcht	zucht
sieken	zuchten
zuchten	zuchten
stìnnen, sieken	zuchten
stennen	zuchten
poezen, hait	zuchten, warm, erg -
siekgat, sieken	zuchtgat
zuchtgeuten, zuchtgoten, zucht	zuchtgoot
zuchteg, zucht	zuchtig
zuchteg	zuchtig
sochtje, sog	zuchtje
zoggie	zuchtje
zaaibaaije, zoiboie, zuibui, raike	zuibui
Zuud	zuid
zuudan	zuidaan
Zuudbrouk, Zubrouk	Zuidbroek
Zuudbrouk (in)	Zuidbroek
zudelk, zuud	zuidelijk
zuud, zudelk	zuidelijk
zuden	zuiden
zuden	zuiden
Zuiderclaauwe	zuiderklauw
Zuderzee	Zuiderzee
zudewind	zuidewind
Zuudhörn (in)	Zuidhorn
zuders, oosterd	zuidwaarts
zuders	zuidwaarts
Zuudwenden (op)	Zuidwending
zuudwester	zuidwester
Zuudwòl	Zuidwolde
Zuudwòl (in)	Zuidwolde
zaai, zoi, zuie, soei, raike	zuie
zaaien, zoien, zuien, zaai	zuien
lutje	zuigeling
zugen, zoegen	zuigen
tit, titflès, titvles	zuigfles
titflès, tit, titvles	zuigfles
titvles, tit, titflès	zuigfles
piepkaan, titfles, zoegflezze	zuigfles
titfles, piepkaan, zoegflezze	zuigfles
zoegflezze, piepkaan, titfles	zuigfles
zoeglam	zuiglam
zoeglap, zoeglappe	zuiglap
zoeglap	zuiglap
zoelen	zuil
zoel	zuil
zoele, zoel	zuil
zoel	zuil
zoele	zuil
soele	zuil, stijl
zumen, Aise	zuimen
zuneg	zuinig
beholdzoam, aarmhaarteg, beknepen, benaauwd, knieps, kniepsk, krìnzelachteg, krìnzelg, pienlek, zuneg	zuinig
kniepsk, knieps, aarmhaarteg, beholdzoam, beknepen, benaauwd, krìnzelachteg, krìnzelg, pienlek, zuneg	zuinig
krìnzelachteg, krìnzelg, aarmhaarteg, beholdzoam, beknepen, benaauwd, knieps, kniepsk, pienlek, zuneg	zuinig
zuneg, aarmhaarteg, beholdzoam, beknepen, benaauwd, knieps, kniepsk, krìnzelachteg, krìnzelg, pienlek	zuinig
zunig kieken	zuinig kijken
krìnzeln	zuinig zijn
begieren en begroapen	zuinig zijn, zeer -
miegereg	zuinig, gierig
schietereg	zuinig, gierig
knirte	zuinig, zeer -
vastholdend	zuinig, zeer -
soepen	zuipen
zoepen, zupen	zuipen
zoepen, soepen, zupen	zuipen
soepen	zuipen
slampampen	zuipen
zoepen	zuipen
zoepen	zuipen
slampen, zoepen, zupen	zuipen
zoepen, slampen, zupen	zuipen
zupen, slampen, zoepen	zuipen
zoepenbrei, soepenbrei, supenbrei, supenbrij	zuipenbrij
zoepenbrij	zuipenbrij
zoepenbrood, zoepen	zuipenbrood
zoepenkees, zoepenkeeske	zuipenkaas
zoepenkeeske	zuipenkaasje
zoepennap	zuipennap
zoepentien, zoepentiene, zoepen	zuipentijn
zupenvat, zoepentien	zuipenvat
zoeperd, zoepen	zuiper
draanksteern, draankvat	zuiper
draankvat, draank, draanksteern, spoelington	zuiper
zoeperg	zuiperig
zoeperei	zuiperij
zoepkalf, zoepen	zuipkalf
zoepswien, zoepen	zuipzwijn
bòtterfebriek, melkfebriek	zuivelfabriek
melkfebriek, bòtterfebriek	zuivelfabriek
botterfabriek	zuivelfabriek
zuver	zuiver
zuver	zuiver
zuver	zuiver
zuver	zuiver
zuver, groat	zuiver, graat
sulholt	zulhout
zok, zuk, zik, zukke	zulk
zok	zulk
zukken, zukkent	zulk
zok, zuk	zulk
zokken, zokkent, zukken, zukkent, zoks, zuks, zukkenijn	zulk een
zuksoort, zoksoort	zulk soort
zuksoort, zöksoort	zulk soort
zukse, zukkend	zulk, zulke
zokkent, zokken, zoks, zoksoorteg	zulke
zoksoorteg, zokken, zokkent, zoks	zulke
zuks	zulke, zulk
zoks, zuks, zokken	zulks
zoksoortege, soortege	zulksoortig
zukswat, zóówat	zulkswat
zellen, wa’k	zullen
zol, wol	zullen
scheulen (Ww.), schal	zullen
zallen	zullen
zellen	zullen
zeeaster	zult
zultje, zulte	zulte
zulterg	zulterig
zulthakken, zulte hakken, schithakken	zulthak
zultmot	zultmot
zultpoot	zultpoot
zultpoot	zultpoot
zultspek	zultspek
zultvout, zultpoot	zultvoet
zultswien, zultswientje, zultspek	zultzwijn
zuurling	zuring
sus, zus	zus
sus en zoo, zus en zoo, zoo en zoo	zus
sus of zoo, zus of zoo, sus en zoo	zus
sus en zoo	zus
zuster	zuster
zoer	zuur
zuur, zookwellen	zuur
zoer, zuur	zuur
zuur, zoer	zuur
kritsezoer	zuur, erg -
zoereneers	zuuraars
tamper	zuurachtig
tamper	zuurachtig
tamper	zuurachtig
zuurappels, schip	zuurappel
Zuurdiek (op)	Zuurdijk
zuurkool	zuurkool
zuurstip, stip	zuurstip
slakkebak, strooppiepke, zuurstoal, zuurstoale	zuurstok
strooppiepke, slakkebak, zuurstoal, zuurstoale	zuurstok
zuurstoale, zuurstoal, slakkebak, strooppiepke	zuurstok
lobbaal, lobbale, lochtbaal, lubbaal	zuurtje
lochtbaal, lobbaal, lobbale, lubbaal	zuurtje
lubbaal, lobbaal, lobbale, lochtbaal	zuurtje
zoertjevlès	zuurtjefles
zoer-en-zuit	zuurtjes
zoerenzoepen, zoepen	zuurzuipen
suze, zuze, suuske, zuuske, suzie, nainje, suzen	zuus
suzen, zuusken, suze	zuzen
suzenainje, zuzenainje, zuzenanne, nainje, suze	zuzenaanje
zuzoi, ziezoi, raike	zuzui
zuzoien, ziezoien, ziegezoien	zuzuien
swaai, swoai	zwaai
swoai, swaai	zwaai
swoaien	zwaaien
swoaien, swoaidòbbe	zwaaien
swoien	zwaaien
swaaien, swoaien	zwaaien
smaaien	zwaaien (met ledematen)
swoaiploats, zwaaiplaats, swoaien	zwaaiplaats
swoan, hoelswoan	zwaan
swoan	zwaan
swoan ien ’t nust	zwaan in het nest
swoar	zwaar
lodeg, swoar	zwaar
swoarweer	zwaar weer
zwoarweer, onweer	zwaar weer
sweerd	zwaard
sweerd	zwaard
sweerddroager	zwaarddrager
swoar-metroos	zwaarmatroos
swoarmoudeg	zwaarmoedig
mankeliek	zwaarmoedig
swoarte	zwaarte
swoartillend, noanemend	zwaartillend
swoarzetteg, iepkonterg	zwaarzettig
swobbeln	zwabbelen
swabbern	zwabberen
winde, win, winsel	zwachtel
zwad	zwad
swad, swat, ossegang	zwad
zwad, swad, zwat	zwad
swat, front, swiet, zwad	zwad
swad	zwad
swad, swee	zwad
swee, swad	zwad
swatbalk	zwadbalk
zwatbalk	zwadbalk
swoa, swoag, loag, swad	zwade
swoaboom, striklat, swoa	zwadeboom
zwoaden	zwaden
swoager	zwager
swoager	zwager
swak	zwak
zwak, betrekking	zwak
saptiel, septiel, seupel, vrak	zwak
septiel, saptiel, seupel, vrak	zwak
seupel, saptiel, septiel, vrak	zwak
vrak, saptiel, septiel, seupel	zwak
liits	zwak, teer
sankelwankel	zwak, ziek, wankelend
swakjeloopen, toatjen	zwakjelopen
swalk	zwalk
zwalk	zwalk
swaalken	zwalken
swalf, swalfje	zwaluw
swalfke, swalfie	zwaluw
zwalfke	zwaluw
zwaalfie, swaalfke	zwaluw
swaalfke, swaalf, swaalfie, zwaalfke	zwaluw
zwaalfke, swaalf, swaalfie, swaalfke	zwaluw
zwaalfke	zwaluw
zwaalfke	zwaluw
swalfkebloum, swalfiebloum, swalfke	zwaluwbloem
zwaalfkes	zwaluwen, lucifers
swalfkenust, swalfke	zwaluwnest
zwalvesteert, sliprok	zwaluwstaart
zwaalfiesteert	zwaluwstaart
swam	zwam
swammen	zwammen
swang	zwang
swoar, spiekerboom	zwanger
swans	zwans
swerrenood	zware nood
sjwere nout	zware nood
swoareghaid	zwarigheid
swart, zwart	zwart
zwarte broodjes, ooievaarsbek	zwart broodje
swartbloard	zwartblaard
swarten, zichten	zwarte
zwaarde president	zwarte president
zwartgras, duist	zwartgras
swartrok	zwartrok
swaartsel	zwartsel
zwevel	zwavel
swevel, swoavel	zwavel
swevel	zwavel
swevelstikken, swevel	zwavelstok
sweep	zweep
pietske (Ww.)	zweep
pietske, swebe, sweep, swepe	zweep
swebe, pietske, sweep, swepe	zweep
sweep, pietske, swebe, swepe	zweep
swepe, pietske, swebe, sweep	zweep
sweepslag	zweepslag
sweepslag	zweepslag
sweeptop	zweeptop
zweeptop	zweeptop
sweeptopken, sweeptop	zweeptoppen
swèlle, swèl	zweer
swerrenood	zweernood
swijt, zwijt	zweet
heelt, swait, zwit	zweet
swait, heelt, zwit	zweet
zwit, heelt, swait	zweet
swel, swelle, swellen	zwel
swelen	zwelen
zwelen, zwad	zwelen
sweler, swelen	zweler
swelersweer, swelen	zwelersweer
swellen	zwellen
zwellen, vinger	zwellen, vinger
zwellende vinger	zwellende vinger
swelderei, swelderij, swellen	zwellerij
zwellig	zwellig
swembad	zwembad
swembalg, swambalg	zwembalg
grondjekroepen	zwemmen, onbeholpen -
op zien hondjes, swobbeln	zwemmen, slecht -
swobbeln, op zien hondjes	zwemmen, slecht -
swìnken	zwenken
sweren	zweren
gezworen	zweren
swelderij	zweren
swellen	zweren
swarm	zwerm
swarm	zwerm
zwarm	zwerm
zwaarm	zwerm
swaarm	zwerm
sakkeldaauwen, sakkedaauwen, sjakkeldaauwen (Hl.), sjòkkerldauwen	zwerven
swaalpen, sakkedaauwen, sakkeldaauwen, swaarven, swantjen, swelen, swienden, swinden	zwerven
swarven	zwerven
swelen, sakkedaauwen, sakkeldaauwen, swaalpen, swaarven, swantjen, swienden, swinden	zwerven
zwarven	zwerven
swaarver, struner, struunder, sweler	zwerver
sweler, struner, struunder, swaarver	zwerver
swinder, omswinder, struner	zwerver
struner, struunder, strunen, swaarver, sweler, zuiker	zwerver, zoeker
swet, swette, degensman, opswetten, swad	zwet
zwet, rid	zwet
zwet	zwet
zweiten	zweten
swijten, swaiten	zweten
swaiten, switten	zweten
swieten	zweten
switten, swaiten	zweten
swetkam, swatbalk	zwetkam
swetnoabers, swet	zwetnabuur
swetsloot, zwetsloot, swet	zwetsloot
swetten, swet	zwetten
sweven	zweven
suppieten, sepieten	zwezeriken
zwiepsk	zwieps
swier	zwier
baaier, aan de -	zwier, aan de -
bilder, op -	zwier, aan de -
bommel, aan de -	zwier, aan de -
flitter, aan de -	zwier, aan de -
flotter, aan de -	zwier, aan de -
gadder, aan de -	zwier, aan de -
gèst, op -	zwier, aan de -
gier, aan de -	zwier, aan de -
jui, aan de -	zwier, aan de -
kletter, aan de -	zwier, aan de -
klidder, aan de -	zwier, aan de -
zoes, aan de -	zwier, aan de -
swieren	zwieren
batsk, bats, janneg	zwierig
janneg, bats, batsk	zwierig
