eerdappeldoggen	Aardappeldoggen
verkrummeld	verkruimeld
verkuutjebuten	verkuitjebuiten
verdoun	verkwisten
vloat	verlaat
verlangst	verlangen
vergangen	verleden
konfuus	verlegen
verlaaidelk	verleidelijk
verlaaiden	verleiden
verlìngen	verlengen
flets	verlept
verlaifd	verliefd
verluus	verlies
verlijzen	verliezen
vloat	verloat
verlòf	verlof
verloopen	verlopen
overstuur	verloren
verlözzen	verlossen
verlötten	verloten
verlötten	verloting
lovelbaaier	verlovingsbier
verlud	verluid
verlud	verluiden
verlòiern	verluieren
verlusteg	verlustig
vernuvern	vermaak
vermoalen	vermalen
vermoaner	vermaner
vermoanîng	vermaning
aanmeerdern	vermeerderen
vermenegvuldegen	vermenigvuldigen
verdriesten	vermeten
vermeukt	vermeuken
fermioun	vermiljoen
oanen	vermoeden
vermogentheijt	vermogen
vermeuken	vermolmen
vergraimen	vermorzelen
vernaien	vernaaien
vernaauwen	vernauwen
vernailen	vernielen
verneten	vernietigen
vernijen	vernieuwen
vernuveren	vernijveren
vernikkeln	vernikkelen
vernept	vernipt
vernizzen	vernissen
vernuimd	vernoemd
vernufteg	vernuftig
verschonen	verontschuldigen
beuren	veroorloven
anhâlen	veroorzaken
verordineeren	verordonneren
veròldern	verouderen
verpeutern	verpeuteren
verzetten	verplanten
verplettern	verpletteren
moutwaark	verplichting
verpovven	verpoffen
verpondîng	verponding
verproaten	verpraten
verroad	verraad
verroader	verrader
verrazzen	verrassen
verrazzen	verrassing
verne	verre
verregen	verregenen
verraisd	verreisd
verreken	verrekenen
verrekieker	verrekijker
vörl	verrel
verrieken	verrijken
verrieten	verrijten
verruikeloozen	verroekelozen
verreugen	verroeren
verröt	verrot
verrötting	verrotting
verroemen	verruimen
vars	vers
verschaarpen	verscherpen
tescheurd	verscheurd
verschijt	verschiet
verschienen	verschijnen
verschiensel	verschijnsel
schokkaaiern	verschikken
scheel	verschil
verschruien	verschroeien
verschrompeln	verschrompelen
verschoelen	verschuilen
verschoeven	verschuiven
verschuld	verschulden
varseboalie	versebalie
versjacheln	versjacheren
versjaauwen	versjouwen
versloagen	verslagen
versloapen	verslapen
verslieten	verslijten
versloeken	verslikken
kabbenaaiern	verslinden
versloeren	verslonzen
versmoaden	versmaden
versmieten	versmijten
versnippern	versnipperen
verspeulen	verspelen
versplintern	versplinteren
verspraaiden	verspreiden
verstoanboar	verstaanbaar
verstandhòllen	verstandhouding
rezenoabel	verstandig
verstandskoezen	verstandskiezen
verstaind	versteend
smoren	verstikken
verstommeln	verstommelen
wegstoppen	verstoppen
versteijten	verstoten
verstoeken	verstuiken
verstoeven	verstuiven
verbovven	versuffen
vertoalen	vertaling
meukerg	verteerd
raaizeger	vertegenwoordiger
verhoalen	vertellen
vertelster	vertelsel
verteien	vertijgen
vertrappeln	vertrappelen
òfraais	vertrek
òfraaizen	vertrekken
omklokkern	vertroetelen
pòtdicht	vertrouwd
vertraauw	vertrouwen
vervaal	verval
vervaaldag	vervaldag
vervoaren	vervaren
vervelens	vervelen
vervelen	verveling
varwen	verven
varver	verver
varverg	ververig
vervarsen	verversen
vervuir	vervoer
transpertaaiern	vervoeren
voordan	vervolgens
vervolch	vervolging
vervörm	vervormen
vervoelen	vervuilen
verwaid	verwaaid
verwoand	verwaand
kwasterij	verwaandheid
verwoarlozen	verwaarlozen
sib	verwant
verwoaren	verwaren
verwaarm	verwarmen
verwaaiden	verweiden
zorren	verwelken
flatterg	verwelkt
verdaarven	verwennen
verwìnsen	verwensen
heunsproak	verwensing
vervlogen	verwenst
verweeren	verweren
verwaarken	verwerken
verwezenlieken	verwezenlijken
verwiggeln	verwiggelen
verwiederd	verwijderd
verwiet	verwijt
verwieten	verwijten
verwizzeln	verwisselen
schanzeren	verwonden
verwonderliek	verwonderlijk
verwurgen	verworgen
vervriggeln	verwrikken
zatten	verzadigen
kòlleksie	verzameling
bewissen	verzekeren
verzìngen	verzengen
verzetje	verzet
verstellen	verzetten
verzijn	verzien
verzulvern	verzilveren
opbedìnksel	verzinsel
verzuik	verzoek
òfhaandjen	verzoenen
verzundigen	verzondigen
versuijmenisse	verzuim
verzumen	verzuimen
verswakken	verzwakken
verswoaren	verzwaren
verswiegen	verzwijgen
verswikken	verzwikken
fèst	vest
festje	vestje
vestjebuuts	vestzak
vieterjoane	veteraan
fetern	veteren
vetleeren	vetleren
vitlokken	vetlok
vetteghaid	vettigheid
vetwaide	vetweide
vetwaiden	vetweiden
vool	veulen
voolsnieder	veulensnijder
victorij	victorie
fief	vief
vaier	vier
veerde	vierde
vijern	vieren
verndel	vierendeel
vaaierkaant	vierkant
kruesweg	viersprong
vijrstuverskouken	vierstuiverkoek
viervoet	viervoetig
viervold	viervoudig
fies	vies
figgeln	viggelen
fiegelijern	vigileren
vief	vijf
viefkop	vijfkop
viefschaft	vijfschacht
vieschaften	vijfschachten
vieschaftkleur	vijfschachtkleur
fiefteg	vijftig
viefuurtje	vijfuurtje
viefvurrel	vijfverrel
viegemat	vijgenmat
vievenveulen	vijvenvelen
viever	vijver
viezel	vijzel
kòldslachter	vilder
filain	vilein
fielainebieter	vileinenbijter
villoa	villa
vilten	vilt
viem	vim
von	vinden
vingergrepen	vingergreep
vingerhansken	vingerhandschoen
vingeroud	vingerhoed
vinneg	vinnig
fielet	violet
lekooi	violier
fiegeliene	violine
fioul	viool
fiedeln	vioolspelen
fertuten	virtuten
fertuten	virtuut
visofslag	visafslag
visbanken	visbank
verziete	visite
verzietjen	visiten
fiezentijern	visiteren
vissie	visje
visken	vissen
viskerlú	visserlui
viskerman	visserman
viskernei	vissernij
viskeerl	visventer
fietrioul	vitriool
vloag	vlaag
vlagen	vlaggen
vlaiggat	vlaigerd
stomp	vlak
stoef	vlakbij
liin	vlas
vlaskerij	vlasbouw
vlasschoonen	vlasschonen
vlasken	vlassen
harl	vlasstengel
vlastrekkers	vlastrekker
tunen	vlechten
fledder	vledder
fleddermoes	vleermuis
vleeschhouwersche	vleeshouwerse
vleesmizze	vleesmest
vlaiszak	vleeszak
vlegelhoud	vlegelhoed
bongeljoaren	vlegeljaren
vlegelklopholt	vlegelklophout
vlechtern	vleggeren
flaaien	vleien
lie	vleiend
flekkerg	vlekkerig
rötkoors	vlektyphus
vlijselke	vleselijk
flit	vlet
mug	vlieg
vlijgen	vliegen
muggepampier	vliegenpapier
vlijgerg	vliegerig
zaailgoarentauw	vliegertouw
vlaigmesien	vliegmachine
vledder	vlier
fleddern-	vlieren-
fledderbos	vlierstruik
vluus	vlies
vleien	vlijen
vliem	vlijm
fliemstrieken	vlijmstrijken
vliet	vlijt
flittern	vlinderen
vloo	vlo
vloud	vloed
vluiboar	vloeibaar
vluien	vloeien
vluiken	vloeken
vluikbaist	vloeker
vluikwoord	vloekwoord
vlouer	vloer
legger	vloerbalk
flouerklaid	vloerkleed
vloer	vloersteen
flourzand	vloerzand
vlobeet	vlooienbeet
vlooschiet	vlooienscheet
vlöt	vlot
vlocht	vlucht
vlochteg	vluchtig
bezeg	vlug
vochteg	vochtig
flare	vod
klonter	vodden
pangelzak	voddezak
vòddeg	voddig
vouden	voeden
voer	voeder
vouroavend	voederavond
vouren	voederen
vourgeld	voedergeld
vourknecht	voederknecht
vouerwikken	voederwikken
magenaes	voedsel
voug	voeg
tòt	voegwoord
vuilen	voelen
vouer	voer
vouern	voeren
vourlok	voerlok
vouerman	voerman
vourmantjen	voermannen
vouerwaark	voermansbedrijf
vourmauen	voermouw
vourwark	voerwerk
vout	voet
vodlings	voeteling
koanzels	voeten
voutenèn	voeteneind
voutenkraber	voetenkrabber
voutenwisken	voetenwissen
trippen	voetplankjes
voutstoaven	voetstaaf
voutveeg	voetveeg
vogeln	vogelen
vogeltjes	vogeltje
vogelwaide	vogelweide
vogelwikken	vogelwikke
waaltje	voile
boar	vol
volbloud	volbloed
vrijmâken	volbrengen
voldoan	voldaan
vōldegen	voldegen
voldeure	voldeur
voldoun	voldoen
vernoeginge	voldoening
voldroagen	voldragen
stènzat	volgegeten
aankommende	volgende
vòlgzoam	volgzaam
volhandeg	volhandig
volhòllen	volhouden
rondom	volledig
vōllemoan	vollemaan
vōllemoansdag	vollemaansdag
vōllemoansgezicht	vollemaansgezicht
vōllighaid	volligheid
vōlmoakt	volmaakt
volmoaken	volmaken
vōlsloagen	volslagen
gaer	volstrekt
voltalleg	voltallig
foltergeerde	voltigeerder
foldergeerde	voltigeur
voloet	voluit
volvuiern	volvoeren
groten	volwassenen
vōnder	vonder
rik	vonderleuning
vōnderrik	vonderrek
vōnst	vondst
vōnk	vonk
doem	vonnis
funt	vont
veur	voor
veuran	vooraan
veurof	vooraf
veurbank	voorbank
veurboareg	voorbarig
veurbeeld	voorbeeld
veurbehòld	voorbehoud
veurberaaiden	voorbereiden
verbie	voorbij
veurbint	voorbind
veurbred	voorbret
voorde	voord
bât	voordeel
veurdochter	voordochter
veurdoun	voordoen
veurgeslacht	voorgeslacht
veurgevel	voorgevel
veurgeven	voorgeven
slei	voorhamer
veurhaand	voorhand
veurhollen	voorhouden
veujoar	voorjaar
voorveten	voorkennis
veurkomen	voorkomen
veurkoop	voorkoop
veurletter	voorletter
veurlezer	voorlezer
veurlezen	voorlezing
verlijgen	voorliegen
vôrluk	voorlijk
voerling	voorling
vörrels	voorlings
veurloop	voorloop
veurloopers	voorloper
veurman	voorman
vummedoags	voormiddags
veurmonder	voormonder
veurmonderschop	voormonderschap
witvis	voorn
vernoam	voornaam
binâm	voornamelijk
veurnoameghaid	voornamigheid
veurop	voorop
veurolders	voorouders
veurpand	voorpand
veurroad	voorraad
veurrecht	voorrecht
veurschaiten	voorschieten
wikken	voorspellen
veurspouksel	voorspooksel
veursprong	voorsprong
veurstoan	voorstaan
veurstander	voorstander
veurstrieken	voorstrijken
vot	voort
veurtaiken	voortekenen
vothelpen	voorthelpen
vōrtholder	voorthouder
votmoaken	voortmaken
vooruit!	vooruit
verwin	vooruitgang
radikoal	vooruitstrevend
veuroetboerken	vooruitwerken
veurvechter	voorvechter
veurvreien	voorvrijen
veurvrijer	voorvrijer
uutbeding	voorwaard
kondietsie	voorwaarde
vorwerden	voorwaarden
veurwalmen	voorwalmen
veurwaiden	voorweiden
veurwoord	voorwoord
voorzeide	voorzegd
wisgenog	voorzeker
veurzetten	voorzetten
veurzitter	voorzitter
veurzömer	voorzomer
veureg	vorig
vörk	vork
förm	vorm
vörmbijr	vormbier
vörmen	vormen
vórmsmeerder	vormsmeerder
vòs	vos
vòske	vosje
vol	vouw
vollen	vouwen
folgers	vouwer
vroagaal	vraagal
vroagbouk	vraagboek
vroagtaiken	vraagteken
golfert	vraat
til	vracht
pakwoagen	vrachtwagen
vroagen	vragen
vroagenleeren	vragenleren
vree	vrede
vredeg	vredig
vredingen	vreding
vreedsoam	vreedzaam
vremd	vreemd
vremde	vreemdeling
vremdsoorteg	vreemdsoortig
vret	vreet
vretkoors	vreetkoorts
vretop	vreetop
vretsk	vreets
vreet-op	vreetzak
vrezelk	vreselijk
vressen	vressem
vroaten	vreten
vretterd	vreterd
hochtied	vreugdedag
vrund	vriend
vrundelk	vriendelijk
vrunnendainst	vriendendienst
vrundholn’d	vriendhoudend
vrundschop	vriendschap
vrundspreken	vriendspreken
vrijzen	vriezen
vrei	vrij
vrijdìnker	vrijdenker
vreier	vrijer
vreiersvouten	vrijersvoeten
verlaten	vrijgesteld
vrijgeveg	vrijgevig
vreigroaven	vrijgraven
frijicheijt	vrijheid
vreieghaid	vrijigheid
vreikoat	vrijkaart
vreilikkert!	vrijlikker
vrijmoaken	vrijmaken
vrijpòsteg	vrijpostig
vreischieter	vrijschijter
vreivechter	vrijvechter
vrijzinneg	vrijzinnig
vro	vroeg
vrougachtig	vroegachtig
oldsheer	vroeger
vrougmelk	vroegmelk
vrougriepen	vroegrijpe
vrougte	vroegte
vrougtiedeg	vroegtijdig
frommes	vrouw
vraauwelk	vrouwelijk
vraauwlu-	vrouwen-
vraauwlugek	vrouwengek
vraauwluklaaier	vrouwenkleren
nachtdoedel	vrouwennachtmuts
vraauwspersoon	vrouwspersoon
lijftucht	vruchtgebruik
voel	vuil
voelbandig	vuilbandig
voelboomholt	vuilboomhout
routerd	vuilpoes
voelvegen	vuilvegen
knoest	vuist
voestjen	vuisten
vulkaggel	vulkachel
fuuns	vuns
maizeg	vunzig
brander	vurig
vuren	vuur
vuurpiel	vuurpijl
veurdoun	vóorkomen
v	w
waggels	waag
woag	waagstuk
waien	waaien
waiern	waaieren
woakhond	waakhond
woakhollen	waakhouden
wach	waaks
woalen	waal
woan	waan
woanwies	waanwijs
woar	waar
weerd	waard
weerde	waarde
woardijl	waardeel
weerdeger	waardig
weerdij	waardij
wasschop	waardschap
woarargens	waarergens
woarhaid	waarheid
woarliek	waarlijk
woarman	waarman
woarnoa	waarnaar
woarnemen	waarnemen
bedrijf	waarneming
woarom	waarom
woars	waars
woarschienlek	waarschijnlijk
woarzeggen	waarzeggen
wikwief	waarzegster
woarzoo	waarzo
woas	waas
wàcholderbeien	wacholderbes
wadden	waden
woavel	wafel
wavvel	waffel
wavveln	waffelen
woagen	wagen
woagener	wagenaar
woagenledders	wagenladder
woagenloop	wagenloop
woagenloops	wagenloops
woagenrongen	wagenrong
wiedwoagen	wagenwijd
woagert	wager
waggelgad	waggelgat
woaken	waken
walje	wal
woalen	walen
woalen	wallen
waalmen	walmen
waalzen	walsen
wams	wambuis
wamzen	wambuizen
wams	wammes
woan	wan
wande	wand
ondaet	wandaad
wandeln	wandelen
kuijertien	wandeling
wandloes	wandluis
waang	wang
wangmutske	wangmuts
wangoud	wangoed
verhopen	wanhopen
wankanteg	wankantig
wankeln	wankelen
waaier	wanmolen
wenneer	wanneer
ruderij	wanorde
om	want
wantraauwen	wantrouwen
wantroueg	wantrouwig
wanwoar	wanwaar
woapen	wapen
woapendaiven	wapendief
woapen	wapenen
wappern	wapperen
warai	warei
woaren	waren
woarenhoes	warenhuis
verentig	warentig
waarmbloud	warmbloed
waarmen	warmen
waarmte	warmte
waskeldouk	wasdoek
woazem	wasem
wasoaker	wasketel
wasken	wassen
waskerei	wasserij
wasoaker	wasteil
wasketob	wastobbe
waskeweek	wasweek
woater	water
bobbel	waterbel
woaterbol	waterbol
wottereendje	watereendje
woatern	wateren
wottergaail	watergeil
krentjebrij	watergruwel
woaterhoanepoot	waterhanenpoot
regentap	waterhoos
wotterkont	waterkont
wotterloage	waterlaag
wateringe	waterleiding
wotterpas	waterpas
wotterrieder	waterrijder
woaterschapslasten	waterschapslast
wottersnip	watersnip
wottersnood	watersnood
wottertrabbe	watertrap
waterwilgen	waterwilg
wotterzen	waterzen
wadde?	watte?
striden	wedijveren
mets	wedstrijd
wedeman	weduwman
weduman	weduwnaar
wedevrouw	weduwvrouw
wai	wee
weefstel	weefgetouw
waik	week
wijkbakken	weekbakken
wijkschild	weekgeschild
wijkzeereg	weekzerig
wenen	ween
wiepkes	weep
tweer	weer
weerboar	weerbaar
weerhoak	weerhaak
weerhoan	weerhaan
weerhoalen	weerhalen
weerhòllen	weerhouden
weerlich	weerlicht
weerwikker	weerman
weeromschrieven	weeromschrijven
weeromstòit	weeromstuit
bakstalleg	weerspannig
wanstrabeg	weerstrevend
wankanteg	weerstrevig
weerzijk	weerziek
wijt	weet
wegbonsjoeren	wegbonjouren
hìnbringen	wegbrengen
wegfommeln	wegfommelen
votgoan	weggaan
weggeblief	weggeblijf
rissen	weggrissen
wegkroepertje	wegkruipertje
wegkuzen	wegkusen
votlopen	weglopen
wegmoaken	wegmaken
votmovveln	wegmoffelen
wegrekemedaaiern	wegrecommanderen
uutnaaien	wegrennen
wegroffeln	wegroffelen
wegsleepen	wegslepen
wegsmieten	wegsmijten
votvlaigen	wegvliegen
entvoeren	wegvoeren
wegaarbaider	wegwerker
votsmieten	wegwerpen
handwiezer	wegwijzer
votsturen	wegzenden
hui	wei
waidossen	weideos
waaigern	weigeren
gruinlaand	weiland
waaineg	weinig
waaitas	weitas
waidoorn	weitdoorn
waiten	weiten
wijkelk	wekelijk
waiken	weken
wol	wel
grap	welbehagen
welbekìnd	welbekend
redenriek	welbespraakt
welgedoan	welgedaan
eerlijks	welgemeend
welgemoud	welgemoed
wringe	welig
wel	welk
lichtkans	wellicht
welliest	wellijst
weltern	welter
weltern	welteren
welvoart	welvaart
woolfail	welveil
goedigheijt	welwillendheid
wummelen	wemelen
winakker	wendakker
wirk	wenk
wienbroage	wenkbrauw
wenselk	wenselijk
hunsken	wensen
wenteln	wentelen
wentelteefien	wentelteefje
spiltrappen	wenteltrap
weuren	weren
warf	werf
weureg	werig
waark	werk
warreldag	werkdag
swökkeldaogs	werkdagen
waarkeloos	werkeloos
warkgijsten	werkgeest
warkgeisten	werkgeesten
warkgiereg	werkgierig
waarkhuus	werkhuis
warktje	werkje
warkstalleghaid	werkstelligheid
waarkzoam	werkzaam
dwirrel	wervelwind
elibij	wesp
west	westen
waiten	weten
waitenschop	wetenschap
wetstain	wetsteen
wetlicken	wettelijk
wigje	wicht
wichtergek	wichtengek
wichtergenoade	wichtengenade
wel	wie
wibbelg	wiebelig
weiden	wieden
waige	wieg
roiken	wiegelen
weigen	wiegen
waigspraid	wiegesprei
rad	wiel
wielewoalen	wielewalen
wielewoaleg	wielewalig
wiem	wieme
wienen	wien
wier	wierde
Röttem	wierdedorp
wierdroad	wierdraad
wirsen	wiersen
kiel	wig
wie	wij
wied	wijd
striedewieds	wijdbeens
wieden	wijden
wiederwaaierg	wijderwaaierig
wiederwaideg	wijderweidig
wiedlopeg	wijdlopig
fleer	wijds
wiedwoagen	wijdwagenwagenwijd
wiefke	wijfje
wiek	wijk
wieken	wijken
kluchtdoomnee	wijkpredikant
wielu	wijlui
wiem	wijm
wien	wijn
wiendroeven	wijndruif
wiendroefbos	wijndruifbos
wiendroeftrös	wijndruiventros
winkop	wijnkoop
wieselk	wijselijk
wiesmoakerei	wijsmakerij
wiesneus	wijsneus
wiesschiet	wijsschijt
wiet	wijt
wieten	wijten
wievedag	wijvendag
wieze	wijze
wikken	wik
wikkeln	wikkelen
wikkerske	wikkerse
wikse	wiks
wikwief	wikwijf
wille	wil
wildenbras	wildebras
wildjer	wilder
wilgen	wilg
eigenheerig	willekeurig
wol	willen
wiltje	willetje
willeg	willig
wiljewark	wilwerk
ooghoar	wimpers
winboar	winbaar
win-aai	windei
won	winden
winderg	winderig
wiendhond	windhond
windmeulen	windmolen
wiendschut	windschut
windstriemen	windstriem
weemke	wink
winkeln	winkelen
winkelhoak	winkelhaak
winkeliersche	winkelierse
gewin	winst
gemoakelk	winstgevend
wintrig	winterachtig
winterg	winterig
winterloage	winterlaag
winterlieders	winterlijder
winteropslag	wintervoorraad
wup	wip
wupkoar	wipkar
wuppen	wippen
wizze	wis
wizzel	wissel
wizzelder	wisselaar
wisseldoalder	wisseldaalder
wizzeln	wisselen
ongeliek	wisselend
slomp	wisselvallig
wissiewassie	wissewasje
akkefietjederij	wissewasjes
witboksen	witboks
widbrood	witbrood
witbekt	witgebekt
witkeuvelder	witkeuvelaar
witmeelen	witmeel
witteghaid	wittigheid
witvout	witvoet
woukern	woekeren
woul	woel
Wonsdag	woensdag
woord	woerd
bolzakje	wolzak
bolzaktje	wolzakje
wonderboar	wonderbaar
wonderdoadeg	wonderdadig
wondern	wonderen
wonder	wonderlijk
woonderai	woning
woonschipke	woonschip
woordelk	woordelijk
hikhakkerij	woordentwist
woordkaarg	woordkarig
worde	worden
brandhaals	workaholic
wurm	worm
wurmkoukje	wormkoekje
wörmkoppen	wormkop
vrôzzeln	worstelen
worrel	wortel
ienankern	wortelschieten
wortelsnieder	wortelsnijder
worteltoenje	worteltuin
straffen	wraken
vrang	wrang
vrangen	wrangen
vranterg	wranterig
woatebieter	wrattenbijter
vraid	wreed
wreene	wreen
vriekel	wrekel
vreken	wreken
vrensken	wrensen
vrevel	wrevel
vriemeln	wriemelen
wegen	wriggelen
vrieven	wrijven
vringen	wringen
wrouten	wroeten
vruitertje	wroeter
wruitemol	wroetmol
piik	wrok
dizen	wrongel
vrongelhuis	wrongelhuis
wif	wuft
zoad	zaad
stekbaiten	zaadbieten
zoadblok	zaadblok
zoaddörskersstoete	zaaddorsersstoet
zoadjer	zaadhandelaar
zoadmaske	zaadmaas
zoadmart	zaadmarkt
zoadsleep	zaadsleep
zoadvuur	zaadvuur
zoadsoam	zaadzaam
zoagmeel	zaagsel
zai	zaai
seijen	zaaien
saier	zaaier
kòlfgoaren	zaailgoaren
zaizoad	zaaizaad
zaaizeeuwen	zaaizeeuw
zoak	zaak
zoal	zaal
rìns	zacht-zuur
zachtloopers	zachtloper
zachtzedeg	zachtzedig
zoadel	zadel
zoadeldak	zadeldak
zoadeln	zadelen
zoaden	zaden
zoagen	zagen
zakboukje	zakboekje
buusdouk	zakdoek
zoakelk	zakelijk
zakkouk	zakkoek
knief	zakmes
zoalighaid	zaligheid
zoalen	zaling
zaalven	zalven
zammeln	zamelen
zammelgoud	zamelgoed
zaand	zand
zaandboudel	zandboel
zanderg	zanderig
zaandbult	zandhoop
zaandloper	zandloper
zandschupke	zandschop
zingerij	zangvereniging
zoanekboksen	zanikboks
saneken	zaniken
soaterdag	zaterdag
soaterdags	zaterdags
zatteg	zattig
zoavel	zavel
zij	ze
sechienen	zecchino
zedeg	zedig
zij	zee
zeve	zeef
sege	zeeg
sedelpak	zeelpak
slei	zeelt
zeeltuug	zeeltuig
leerlap	zeem
voarensman	zeeman
zeewiefke	zeemeermin
zeekoap	zeemeeuw
zijmsleer	zeemleer
zenen	zeen
zeenkoorse	zeenkoorts
zenekoorzen	zeenkoorzen
wadwurm	zeepier
boetenvoarder	zeeschip
zeevoart	zeevaart
seegebok	zegebok
sain	zegen
zegen	zegenen
zegenwìns	zegenwens
sek	zegge
gezegd	zeggen
zeggenschop	zeggenschap
zegger	zegsman
zegswoorden	zegswoord
sjeiken	zeiken
zaail	zeil
zaaildouk	zeildoek
zaailen	zeilen
zaailgoaren	zeilgaren
bootjezaailderij	zeilsport
zailstijntje	zeilsteen
zwoag	zeis
zeper	zeker
zekerliek	zekerlijk
zeldzoam	zeldzaam
sulst	zelf
aigenste	zelfde
zulfbakken	zelfgebakken
redzoam	zelfredzaam
zulfstandeg	zelfstandig
zemeln	zemelen
sengern	zengeren
zenen	zenuwen
zenewzinkenkoorsen	zenuwzinkingskoorts
zijperg	zeperig
zaark	zerk
zarken	zerken
zessen	zes
zesthalf	zesdehalf
zessies	zesje
zeskaant	zeskantig
sesteg	zestig
zedde	zet
zettert	zetter
zetterke	zettertje
mot	zeug
zuren	zeuren
zeuven	zeven
zeuvende	zevende
zeuvenvurrel	zevenverrel
ain	zich
zichtboar	zichtbaar
sieditsiedatsiedo	zie-dit-zie-dat-zie-do
laip	ziek
zaikbèr	ziekbed
scheel	ziekelijk
zaikenbezuik	ziekenbezoek
zaikenvoader	ziekenvader
zijkenwoak	ziekenwake
mismoal	ziekte-aanval
zail	ziel
zijlstoat	zielenstaat
doodgelukkeg	zielsgelukkig
sein	zien
zaipenzôrg	ziepenzorg
sigeunder	zigeuner
zie	zij
zied	zijde
ziedeg	zijdeachtig
zied	zijdelings
ziedkaant	zijkant
ziel	zijl
zielhoes	zijlhuis
zijtval	zijlinie
zien	zijn
zienent	zijnent
ziedplaanken	zijplank
zietoakel	zijtakel
ziedoet	zijwaarts
òfwegen	zijwegen
zulver	zilver
zulvern	zilveren
zulverkleurde	zilvergekleurde
witgeld	zilvergeld
sliekwilster	zilverpluvier
zulversmid	zilversmid
sinee	zin
zingerei	zingerij
zinkdobbe	zinkdob
zinkens	zinking
zinkneuten	zinknoot
zink	zinkwit
zinneghaid	zinnigheid
zinnechies	zinnigjes
ziddeldag	zitdag
sitten	zitten
zittied	zittijd
zittîn	zitting
zóó	zo
zooeven	zo-even
zooas	zoals
zeubrannen	zobranden
alsulk	zodanig
zodane	zodanige
zodden	zode
zookwellen	zodekwellen
zorrebult	zodenbult
zoddensteker	zodensteker
zodounde	zodoende
zodroa	zodra
